證券代碼	簡稱	年月日	日報酬率 %
COID	Name	MDATE	ROIA
2303   	聯電         	19991111	   2.3810
2603   	長榮         	19991111	   0.3817
2809   	京城銀       	19991111	   3.9735
3037   	欣興         	19991111	   2.3377
1102   	亞泥         	19991115	  -2.1930
1434   	福懋         	19991115	  -3.5714
1605   	華新         	19991115	  -1.9355
2303   	聯電         	19991115	   2.3256
2603   	長榮         	19991115	  -2.2814
2809   	京城銀       	19991115	  -0.6369
3037   	欣興         	19991115	   6.8528
1102   	亞泥         	19991116	   1.3453
1434   	福懋         	19991116	   1.5873
1605   	華新         	19991116	   2.6316
2303   	聯電         	19991116	   0.0000
2603   	長榮         	19991116	   1.9455
2809   	京城銀       	19991116	  -5.1282
3037   	欣興         	19991116	   0.0000
1102   	亞泥         	19991117	   1.3274
1434   	福懋         	19991117	   0.0000
1605   	華新         	19991117	  -1.2821
2303   	聯電         	19991117	   2.2727
2603   	長榮         	19991117	  -3.8168
2809   	京城銀       	19991117	   1.3514
3037   	欣興         	19991117	  -0.4751
1102   	亞泥         	19991118	  -0.4367
1434   	福懋         	19991118	   0.5208
1605   	華新         	19991118	   0.0000
2303   	聯電         	19991118	   0.0000
2603   	長榮         	19991118	   4.3651
2809   	京城銀       	19991118	  -1.3333
3037   	欣興         	19991118	  -2.3866
1102   	亞泥         	19991119	  -1.7544
1434   	福懋         	19991119	   0.0000
1605   	華新         	19991119	   2.5974
2303   	聯電         	19991119	  -1.6667
2603   	長榮         	19991119	   1.5209
2809   	京城銀       	19991119	   0.6757
3037   	欣興         	19991119	   0.2445
1102   	亞泥         	19991120	   0.0000
1434   	福懋         	19991120	   4.1451
1605   	華新         	19991120	   0.0000
2303   	聯電         	19991120	   3.3898
2603   	長榮         	19991120	  -1.4981
2809   	京城銀       	19991120	   1.3423
3037   	欣興         	19991120	  -2.4390
1102   	亞泥         	19991122	   2.2321
1434   	福懋         	19991122	   2.4876
1605   	華新         	19991122	   6.9620
2303   	聯電         	19991122	  -0.5464
2603   	長榮         	19991122	   3.4221
2809   	京城銀       	19991122	   6.6225
3037   	欣興         	19991122	  -0.5000
1102   	亞泥         	19991123	   2.1834
1434   	福懋         	19991123	  -1.4563
1605   	華新         	19991123	  -4.1420
2303   	聯電         	19991123	   2.7473
2603   	長榮         	19991123	   3.6765
2809   	京城銀       	19991123	   4.3478
3037   	欣興         	19991123	   1.7588
1102   	亞泥         	19991124	  -3.4188
1434   	福懋         	19991124	  -1.9704
1605   	華新         	19991124	   0.0000
2303   	聯電         	19991124	  -3.2086
2603   	長榮         	19991124	  -3.5461
2809   	京城銀       	19991124	  -4.7619
3037   	欣興         	19991124	  -5.1852
1102   	亞泥         	19991125	  -1.7699
1434   	福懋         	19991125	  -1.5075
1605   	華新         	19991125	  -3.7037
2303   	聯電         	19991125	   0.0000
2603   	長榮         	19991125	  -4.0441
2809   	京城銀       	19991125	  -1.2500
3037   	欣興         	19991125	   2.6042
1102   	亞泥         	19991126	  -2.7027
1434   	福懋         	19991126	  -4.0816
1605   	華新         	19991126	  -6.7308
2303   	聯電         	19991126	  -5.5249
2603   	長榮         	19991126	  -1.9157
2809   	京城銀       	19991126	  -1.8987
3037   	欣興         	19991126	  -3.0457
1102   	亞泥         	19991129	   3.7037
1434   	福懋         	19991129	   3.1915
1605   	華新         	19991129	   4.4674
2303   	聯電         	19991129	   4.6784
2603   	長榮         	19991129	   1.1719
2809   	京城銀       	19991129	   6.4516
3037   	欣興         	19991129	   6.8063
1102   	亞泥         	19991130	   1.7857
1434   	福懋         	19991130	   1.5464
1605   	華新         	19991130	   3.2895
2303   	聯電         	19991130	  -0.5587
2603   	長榮         	19991130	   0.7722
2809   	京城銀       	19991130	   4.2424
3037   	欣興         	19991130	  -0.7353
1102   	亞泥         	19991201	  -0.4386
1434   	福懋         	19991201	   0.0000
1605   	華新         	19991201	   0.0000
2303   	聯電         	19991201	   1.6854
2603   	長榮         	19991201	  -1.1494
2809   	京城銀       	19991201	  -4.6512
3037   	欣興         	19991201	  -2.4691
1102   	亞泥         	19991202	   6.6079
1434   	福懋         	19991202	   0.5076
1605   	華新         	19991202	  -0.6369
2303   	聯電         	19991202	   1.1050
2603   	長榮         	19991202	   6.9767
2809   	京城銀       	19991202	   0.0000
3037   	欣興         	19991202	  -0.7595
1102   	亞泥         	19991203	   4.9587
1434   	福懋         	19991203	   1.5152
1605   	華新         	19991203	   1.9231
2303   	聯電         	19991203	   1.6393
2603   	長榮         	19991203	   0.3623
2809   	京城銀       	19991203	  -0.6098
3037   	欣興         	19991203	  -1.2755
1102   	亞泥         	19991204	   5.1181
1434   	福懋         	19991204	  -0.9950
1605   	華新         	19991204	   1.8868
2303   	聯電         	19991204	   1.0753
2603   	長榮         	19991204	   6.8592
2809   	京城銀       	19991204	  -1.2270
3037   	欣興         	19991204	  -0.5168
1102   	亞泥         	19991206	  -0.3745
1434   	福懋         	19991206	  -1.5075
1605   	華新         	19991206	   3.7037
2303   	聯電         	19991206	   1.0638
2603   	長榮         	19991206	  -6.7568
2809   	京城銀       	19991206	  -2.4845
3037   	欣興         	19991206	  -2.5974
1102   	亞泥         	19991207	  -6.0150
1434   	福懋         	19991207	  -0.5102
1605   	華新         	19991207	  -5.3571
2303   	聯電         	19991207	   0.5263
2603   	長榮         	19991207	  -1.0870
2809   	京城銀       	19991207	   0.0000
3037   	欣興         	19991207	  -3.4667
1102   	亞泥         	19991208	   0.8000
1434   	福懋         	19991208	  -0.5128
1605   	華新         	19991208	  -5.0314
2303   	聯電         	19991208	   1.5707
2603   	長榮         	19991208	  -1.0989
2809   	京城銀       	19991208	  -2.5478
3037   	欣興         	19991208	   1.1050
1102   	亞泥         	19991209	   5.5556
1434   	福懋         	19991209	  -0.5155
1605   	華新         	19991209	   0.6623
2303   	聯電         	19991209	  -3.0928
2603   	長榮         	19991209	  -3.7037
2809   	京城銀       	19991209	  -1.9608
3037   	欣興         	19991209	   0.0000
1102   	亞泥         	19991210	  -4.5113
1434   	福懋         	19991210	   0.0000
1605   	華新         	19991210	   1.3158
2303   	聯電         	19991210	  -0.5319
2603   	長榮         	19991210	   0.7692
2809   	京城銀       	19991210	   0.0000
3037   	欣興         	19991210	   0.2732
1102   	亞泥         	19991213	   1.9685
1434   	福懋         	19991213	   1.5544
1605   	華新         	19991213	   6.4935
2303   	聯電         	19991213	   2.6738
2603   	長榮         	19991213	  -0.7634
2809   	京城銀       	19991213	  -1.3333
3037   	欣興         	19991213	   6.8120
1102   	亞泥         	19991214	  -3.4749
1434   	福懋         	19991214	  -1.0204
1605   	華新         	19991214	  -3.6585
2303   	聯電         	19991214	   0.0000
2603   	長榮         	19991214	  -0.3846
2809   	京城銀       	19991214	   1.3514
3037   	欣興         	19991214	   6.8878
1102   	亞泥         	19991215	   4.8000
1434   	福懋         	19991215	   0.5155
1605   	華新         	19991215	   0.0000
2303   	聯電         	19991215	   0.0000
2603   	長榮         	19991215	  -1.5444
2809   	京城銀       	19991215	   0.0000
3037   	欣興         	19991215	   6.9212
1102   	亞泥         	19991216	  -5.3435
1434   	福懋         	19991216	  -2.0513
1605   	華新         	19991216	   1.2658
2303   	聯電         	19991216	  -2.0833
2603   	長榮         	19991216	  -0.7843
2809   	京城銀       	19991216	  -2.0000
3037   	欣興         	19991216	  -2.9018
1102   	亞泥         	19991217	  -1.6129
1434   	福懋         	19991217	   1.5707
1605   	華新         	19991217	   6.8750
2303   	聯電         	19991217	   0.0000
2603   	長榮         	19991217	   0.7905
2809   	京城銀       	19991217	   0.0000
3037   	欣興         	19991217	  -5.2874
1102   	亞泥         	19991218	   0.8197
1434   	福懋         	19991218	   0.0000
1605   	華新         	19991218	   0.0000
2303   	聯電         	19991218	   1.5957
2603   	長榮         	19991218	   0.3922
2809   	京城銀       	19991218	   2.0408
3037   	欣興         	19991218	   1.6990
1102   	亞泥         	19991220	   0.8130
1434   	福懋         	19991220	   1.0309
1605   	華新         	19991220	   0.0000
2303   	聯電         	19991220	  -1.5707
2603   	長榮         	19991220	  -1.9531
2809   	京城銀       	19991220	  -0.6667
3037   	欣興         	19991220	   1.1933
1102   	亞泥         	19991221	   1.2097
1434   	福懋         	19991221	   0.0000
1605   	華新         	19991221	   2.3392
2303   	聯電         	19991221	   1.5957
2603   	長榮         	19991221	   1.9920
2809   	京城銀       	19991221	  -0.6711
3037   	欣興         	19991221	  -1.6509
1102   	亞泥         	19991222	  -0.7968
1434   	福懋         	19991222	   4.0816
1605   	華新         	19991222	  -2.8571
2303   	聯電         	19991222	   4.7120
2603   	長榮         	19991222	  -0.7813
2809   	京城銀       	19991222	  -2.0270
3037   	欣興         	19991222	   0.4796
1102   	亞泥         	19991223	  -0.4016
1434   	福懋         	19991223	  -0.9804
1605   	華新         	19991223	   0.5882
2303   	聯電         	19991223	   0.5000
2603   	長榮         	19991223	   0.3937
2809   	京城銀       	19991223	   2.0690
3037   	欣興         	19991223	   3.3413
1102   	亞泥         	19991224	   3.2258
1434   	福懋         	19991224	  -0.9901
1605   	華新         	19991224	   0.5848
2303   	聯電         	19991224	   4.4776
2603   	長榮         	19991224	   0.7843
2809   	京城銀       	19991224	   0.0000
3037   	欣興         	19991224	   6.2356
1102   	亞泥         	19991227	   0.7813
1434   	福懋         	19991227	   2.0000
1605   	華新         	19991227	   6.9767
2303   	聯電         	19991227	   6.6667
2603   	長榮         	19991227	  -0.7782
2809   	京城銀       	19991227	  -1.3514
3037   	欣興         	19991227	   6.0870
1102   	亞泥         	19991228	   6.9767
1434   	福懋         	19991228	  -2.4510
1605   	華新         	19991228	   6.5217
2303   	聯電         	19991228	   0.0000
2603   	長榮         	19991228	   1.1765
2809   	京城銀       	19991228	   0.0000
3037   	欣興         	19991228	  -6.9672
1102   	亞泥         	20000104	   6.8841
1434   	福懋         	20000104	   3.5176
1605   	華新         	20000104	   6.6327
2303   	聯電         	20000104	   5.8036
2603   	長榮         	20000104	   4.6512
2809   	京城銀       	20000104	   0.6849
3037   	欣興         	20000104	   3.5242
1102   	亞泥         	20000105	   6.7797
1434   	福懋         	20000105	   1.9417
1605   	華新         	20000105	   6.6986
2303   	聯電         	20000105	  -0.4219
2603   	長榮         	20000105	  -1.1111
2809   	京城銀       	20000105	   3.4014
3037   	欣興         	20000105	   2.1277
1102   	亞泥         	20000106	   0.9524
1434   	福懋         	20000106	   6.6667
1605   	華新         	20000106	  -2.2422
2303   	聯電         	20000106	  -2.1186
2603   	長榮         	20000106	   2.6217
2809   	京城銀       	20000106	   4.6053
3037   	欣興         	20000106	   4.1667
1102   	亞泥         	20000107	   0.0000
1434   	福懋         	20000107	  -0.8929
1605   	華新         	20000107	   6.4220
2303   	聯電         	20000107	  -3.0303
2603   	長榮         	20000107	   6.9343
2809   	京城銀       	20000107	   3.7736
3037   	欣興         	20000107	   0.0000
1102   	亞泥         	20000110	   0.6289
1434   	福懋         	20000110	   6.7568
1605   	華新         	20000110	   6.8966
2303   	聯電         	20000110	   2.6786
2603   	長榮         	20000110	  -1.0239
2809   	京城銀       	20000110	   1.2121
3037   	欣興         	20000110	   4.0000
1102   	亞泥         	20000111	  -4.6875
1434   	福懋         	20000111	  -4.6414
1605   	華新         	20000111	  -2.8226
2303   	聯電         	20000111	  -3.4783
2603   	長榮         	20000111	  -4.1379
2809   	京城銀       	20000111	  -2.3952
3037   	欣興         	20000111	  -0.9615
1102   	亞泥         	20000112	  -0.3279
1434   	福懋         	20000112	   0.0000
1605   	華新         	20000112	   0.8299
2303   	聯電         	20000112	   2.7027
2603   	長榮         	20000112	   0.0000
2809   	京城銀       	20000112	   3.6810
3037   	欣興         	20000112	   0.0000
1102   	亞泥         	20000113	   0.6579
1434   	福懋         	20000113	   0.0000
1605   	華新         	20000113	  -2.8807
2303   	聯電         	20000113	  -2.6316
2603   	長榮         	20000113	   1.7986
2809   	京城銀       	20000113	   1.7751
3037   	欣興         	20000113	   4.8544
1102   	亞泥         	20000114	  -0.6536
1434   	福懋         	20000114	  -1.7699
1605   	華新         	20000114	  -4.6610
2303   	聯電         	20000114	   1.3514
2603   	長榮         	20000114	  -1.4134
2809   	京城銀       	20000114	  -4.0698
3037   	欣興         	20000114	  -5.5556
1102   	亞泥         	20000115	  -0.3289
1434   	福懋         	20000115	   0.4505
1605   	華新         	20000115	   5.7778
2303   	聯電         	20000115	   2.6667
2603   	長榮         	20000115	  -0.7168
2809   	京城銀       	20000115	   0.0000
3037   	欣興         	20000115	   0.0000
1102   	亞泥         	20000117	   1.3201
1434   	福懋         	20000117	   3.5874
1605   	華新         	20000117	   1.2605
2303   	聯電         	20000117	  -0.4329
2603   	長榮         	20000117	   3.9711
2809   	京城銀       	20000117	   6.6667
3037   	欣興         	20000117	   1.9608
1102   	亞泥         	20000118	  -1.9544
1434   	福懋         	20000118	  -0.8658
1605   	華新         	20000118	   1.6598
2303   	聯電         	20000118	  -2.1739
2603   	長榮         	20000118	  -2.0833
2809   	京城銀       	20000118	   2.2727
3037   	欣興         	20000118	  -2.8846
1102   	亞泥         	20000119	   0.3322
1434   	福懋         	20000119	  -2.6201
1605   	華新         	20000119	  -3.2653
2303   	聯電         	20000119	  -1.3333
2603   	長榮         	20000119	  -0.7092
2809   	京城銀       	20000119	  -1.1111
3037   	欣興         	20000119	  -2.9703
1102   	亞泥         	20000120	   1.3245
1434   	福懋         	20000120	   0.0000
1605   	華新         	20000120	  -0.4219
2303   	聯電         	20000120	   0.0000
2603   	長榮         	20000120	  -3.2143
2809   	京城銀       	20000120	  -4.4944
3037   	欣興         	20000120	   2.0408
1102   	亞泥         	20000121	   2.9412
1434   	福懋         	20000121	   6.7265
1605   	華新         	20000121	   2.5424
2303   	聯電         	20000121	   2.2523
2603   	長榮         	20000121	   1.1070
2809   	京城銀       	20000121	  -3.5294
3037   	欣興         	20000121	   3.0000
1102   	亞泥         	20000124	   3.4921
1434   	福懋         	20000124	   0.8403
1605   	華新         	20000124	   6.6116
2303   	聯電         	20000124	   3.0837
2603   	長榮         	20000124	   3.6496
2809   	京城銀       	20000124	   6.7073
3037   	欣興         	20000124	   3.8835
1102   	亞泥         	20000125	  -2.1472
1434   	福懋         	20000125	  -2.5000
1605   	華新         	20000125	   6.2016
2303   	聯電         	20000125	   0.4274
2603   	長榮         	20000125	  -2.4648
2809   	京城銀       	20000125	   4.0000
3037   	欣興         	20000125	   1.8692
1102   	亞泥         	20000126	  -0.3135
1434   	福懋         	20000126	   1.2821
1605   	華新         	20000126	  -2.5547
2303   	聯電         	20000126	   6.3830
2603   	長榮         	20000126	   1.8051
2809   	京城銀       	20000126	   4.3956
3037   	欣興         	20000126	   3.6697
1102   	亞泥         	20000127	  -3.4591
1434   	福懋         	20000127	   5.0633
1605   	華新         	20000127	  -5.6180
2303   	聯電         	20000127	   0.0000
2603   	長榮         	20000127	   1.0638
2809   	京城銀       	20000127	   6.8421
3037   	欣興         	20000127	   1.7699
1102   	亞泥         	20000128	  -1.3029
1434   	福懋         	20000128	   6.8273
1605   	華新         	20000128	  -1.1905
2303   	聯電         	20000128	  -3.6000
2603   	長榮         	20000128	   2.8070
2809   	京城銀       	20000128	   6.8966
3037   	欣興         	20000128	  -0.8696
1102   	亞泥         	20000129	  -0.3300
1434   	福懋         	20000129	   1.1278
1605   	華新         	20000129	  -0.4016
2303   	聯電         	20000129	  -0.8299
2603   	長榮         	20000129	   0.3413
2809   	京城銀       	20000129	  -3.2258
3037   	欣興         	20000129	  -3.5088
1102   	亞泥         	20000131	  -0.3311
1434   	福懋         	20000131	   3.7175
1605   	華新         	20000131	   1.2097
2303   	聯電         	20000131	   2.5105
2603   	長榮         	20000131	   2.7211
2809   	京城銀       	20000131	  -1.9048
3037   	欣興         	20000131	  -2.7273
1102   	亞泥         	20000201	   3.6545
1434   	福懋         	20000201	  -1.7921
1605   	華新         	20000201	   2.7888
2303   	聯電         	20000201	   0.4082
2603   	長榮         	20000201	  -1.3245
2809   	京城銀       	20000201	   6.7961
3037   	欣興         	20000201	   6.5421
1102   	亞泥         	20000209	   6.7308
1434   	福懋         	20000209	   3.2847
1605   	華新         	20000209	   1.9380
2303   	聯電         	20000209	   1.2195
2603   	長榮         	20000209	  -1.6779
2809   	京城銀       	20000209	   6.8182
3037   	欣興         	20000209	   3.5088
1102   	亞泥         	20000210	   2.7027
1434   	福懋         	20000210	  -2.4735
1605   	華新         	20000210	   3.4221
2303   	聯電         	20000210	  -2.0080
2603   	長榮         	20000210	   6.8259
2809   	京城銀       	20000210	   6.8085
3037   	欣興         	20000210	   5.0847
1102   	亞泥         	20000211	   0.0000
1434   	福懋         	20000211	   1.4493
1605   	華新         	20000211	   1.8382
2303   	聯電         	20000211	   0.4098
2603   	長榮         	20000211	  -2.8754
2809   	京城銀       	20000211	  -1.1952
3037   	欣興         	20000211	   6.4516
1102   	亞泥         	20000214	  -2.9240
1434   	福懋         	20000214	  -0.7143
1605   	華新         	20000214	  -6.8592
2303   	聯電         	20000214	   0.0000
2603   	長榮         	20000214	  -0.6579
2809   	京城銀       	20000214	  -6.8548
3037   	欣興         	20000214	   5.3030
1102   	亞泥         	20000215	  -1.8072
1434   	福懋         	20000215	  -3.2374
1605   	華新         	20000215	   1.9380
2303   	聯電         	20000215	   0.0000
2603   	長榮         	20000215	   0.0000
2809   	京城銀       	20000215	  -4.7619
3037   	欣興         	20000215	  -6.4748
1102   	亞泥         	20000216	   6.7485
1434   	福懋         	20000216	   5.2045
1605   	華新         	20000216	   3.0418
2303   	聯電         	20000216	  -0.4082
2603   	長榮         	20000216	   2.6490
2809   	京城銀       	20000216	   6.8182
3037   	欣興         	20000216	   0.0000
1102   	亞泥         	20000217	   6.8966
1434   	福懋         	20000217	   6.7138
1605   	華新         	20000217	   6.6421
2303   	聯電         	20000217	  -1.2295
2603   	長榮         	20000217	   5.4839
2809   	京城銀       	20000217	  -0.8511
3037   	欣興         	20000217	  -5.3846
1102   	亞泥         	20000218	   2.4194
1434   	福懋         	20000218	  -2.3179
1605   	華新         	20000218	  -1.7301
2303   	聯電         	20000218	  -2.0747
2603   	長榮         	20000218	  -3.9755
2809   	京城銀       	20000218	  -3.8627
3037   	欣興         	20000218	  -3.2520
1102   	亞泥         	20000219	   6.8241
1434   	福懋         	20000219	   0.0000
1605   	華新         	20000219	   6.6901
2303   	聯電         	20000219	  -0.4237
2603   	長榮         	20000219	   0.9554
2809   	京城銀       	20000219	   2.6786
3037   	欣興         	20000219	   4.2017
1102   	亞泥         	20000221	  -0.9828
1434   	福懋         	20000221	  -1.6949
1605   	華新         	20000221	  -0.6601
2303   	聯電         	20000221	  -5.5319
2603   	長榮         	20000221	  -0.3155
2809   	京城銀       	20000221	   6.9565
3037   	欣興         	20000221	  -5.6452
1102   	亞泥         	20000222	  -6.9479
1434   	福懋         	20000222	  -4.8276
1605   	華新         	20000222	  -6.3123
2303   	聯電         	20000222	   0.9009
2603   	長榮         	20000222	  -4.7468
2809   	京城銀       	20000222	  -4.8780
3037   	欣興         	20000222	  -5.9829
1102   	亞泥         	20000223	  -2.6667
1434   	福懋         	20000223	  -0.7246
1605   	華新         	20000223	   6.7376
2303   	聯電         	20000223	  -1.7857
2603   	長榮         	20000223	  -2.6578
2809   	京城銀       	20000223	  -3.4188
3037   	欣興         	20000223	  -3.6364
1102   	亞泥         	20000224	  -3.2877
1434   	福懋         	20000224	  -2.5547
1605   	華新         	20000224	   2.9900
2303   	聯電         	20000224	   1.3636
2603   	長榮         	20000224	   0.3413
2809   	京城銀       	20000224	  -4.8673
3037   	欣興         	20000224	  -4.7170
1102   	亞泥         	20000225	  -6.7989
1434   	福懋         	20000225	  -5.9925
1605   	華新         	20000225	  -6.7742
2303   	聯電         	20000225	   0.8969
2603   	長榮         	20000225	  -1.0204
2809   	京城銀       	20000225	  -6.0465
3037   	欣興         	20000225	   6.9307
1102   	亞泥         	20000229	  -0.3040
1434   	福懋         	20000229	  -0.3984
1605   	華新         	20000229	  -3.4602
2303   	聯電         	20000229	   0.0000
2603   	長榮         	20000229	  -0.6873
2809   	京城銀       	20000229	   0.0000
3037   	欣興         	20000229	   6.4815
1102   	亞泥         	20000301	   1.5244
1434   	福懋         	20000301	   6.8000
1605   	華新         	20000301	   6.8100
2303   	聯電         	20000301	   1.3333
2603   	長榮         	20000301	   1.7301
2809   	京城銀       	20000301	   6.9307
3037   	欣興         	20000301	   0.0000
1102   	亞泥         	20000302	  -0.3003
1434   	福懋         	20000302	  -2.2472
1605   	華新         	20000302	  -3.3557
2303   	聯電         	20000302	  -2.1930
2603   	長榮         	20000302	  -1.0204
2809   	京城銀       	20000302	   0.0000
3037   	欣興         	20000302	  -2.6087
1102   	亞泥         	20000303	   0.0000
1434   	福懋         	20000303	   0.0000
1605   	華新         	20000303	   4.8611
2303   	聯電         	20000303	   0.0000
2603   	長榮         	20000303	  -0.3436
2809   	京城銀       	20000303	   0.0000
3037   	欣興         	20000303	   5.3571
1102   	亞泥         	20000304	  -5.1205
1434   	福懋         	20000304	  -2.6820
1605   	華新         	20000304	  -2.9801
2303   	聯電         	20000304	   0.8969
2603   	長榮         	20000304	  -1.7241
2809   	京城銀       	20000304	  -4.1667
3037   	欣興         	20000304	   1.6949
1102   	亞泥         	20000306	  -5.3968
1434   	福懋         	20000306	  -0.3937
1605   	華新         	20000306	  -2.7304
2303   	聯電         	20000306	  -1.7778
2603   	長榮         	20000306	  -2.8070
2809   	京城銀       	20000306	  -2.4155
3037   	欣興         	20000306	   6.6667
1102   	亞泥         	20000307	   6.7114
1434   	福懋         	20000307	   0.7905
1605   	華新         	20000307	   2.1053
2303   	聯電         	20000307	  -1.3575
2603   	長榮         	20000307	  -3.2491
2809   	京城銀       	20000307	   0.4950
3037   	欣興         	20000307	  -6.2500
1102   	亞泥         	20000308	   2.5157
1434   	福懋         	20000308	  -0.7843
1605   	華新         	20000308	  -1.7182
2303   	聯電         	20000308	  -0.4587
2603   	長榮         	20000308	  -1.4925
2809   	京城銀       	20000308	   0.0000
3037   	欣興         	20000308	  -5.0000
1102   	亞泥         	20000309	   3.6810
1434   	福懋         	20000309	   2.3715
1605   	華新         	20000309	   1.7483
2303   	聯電         	20000309	   2.7650
2603   	長榮         	20000309	   1.1364
2809   	京城銀       	20000309	   0.4926
3037   	欣興         	20000309	   0.8772
1102   	亞泥         	20000310	  -4.7337
1434   	福懋         	20000310	  -3.0888
1605   	華新         	20000310	  -1.0309
2303   	聯電         	20000310	  -4.0359
2603   	長榮         	20000310	  -2.2472
2809   	京城銀       	20000310	  -0.4902
3037   	欣興         	20000310	  -3.4783
1102   	亞泥         	20000313	  -6.8323
1434   	福懋         	20000313	  -6.7729
1605   	華新         	20000313	  -6.9444
2303   	聯電         	20000313	  -6.5421
2603   	長榮         	20000313	  -4.2146
2809   	京城銀       	20000313	  -6.8966
3037   	欣興         	20000313	  -4.5045
1102   	亞泥         	20000314	  -4.0000
1434   	福懋         	20000314	   0.4274
1605   	華新         	20000314	  -3.7313
2303   	聯電         	20000314	   1.5000
2603   	長榮         	20000314	   4.0000
2809   	京城銀       	20000314	  -4.7619
3037   	欣興         	20000314	   2.8302
1102   	亞泥         	20000315	  -4.1667
1434   	福懋         	20000315	  -2.9787
1605   	華新         	20000315	  -4.6512
2303   	聯電         	20000315	  -2.4631
2603   	長榮         	20000315	  -2.6923
2809   	京城銀       	20000315	  -2.7778
3037   	欣興         	20000315	  -6.4220
1102   	亞泥         	20000316	  -3.9855
1434   	福懋         	20000316	   4.8246
1605   	華新         	20000316	  -5.6911
2303   	聯電         	20000316	  -2.5253
2603   	長榮         	20000316	   1.9763
2809   	京城銀       	20000316	   4.0000
3037   	欣興         	20000316	  -1.9608
1102   	亞泥         	20000317	   6.7925
1434   	福懋         	20000317	   6.6946
1605   	華新         	20000317	   1.2931
2303   	聯電         	20000317	   1.5544
2603   	長榮         	20000317	   6.9767
2809   	京城銀       	20000317	  -1.0989
3037   	欣興         	20000317	  -1.0000
1102   	亞泥         	20000320	   0.0000
1434   	福懋         	20000320	  -3.1373
1605   	華新         	20000320	  -2.1277
2303   	聯電         	20000320	  -3.0612
2603   	長榮         	20000320	   6.8841
2809   	京城銀       	20000320	  -3.3333
3037   	欣興         	20000320	  -3.4343
1102   	亞泥         	20000321	   6.7138
1434   	福懋         	20000321	   6.8826
1605   	華新         	20000321	   6.9565
2303   	聯電         	20000321	   6.8421
2603   	長榮         	20000321	   6.7797
2809   	京城銀       	20000321	   5.7471
3037   	欣興         	20000321	   6.6946
1102   	亞泥         	20000322	  -1.9868
1434   	福懋         	20000322	  -2.2727
1605   	華新         	20000322	   6.9106
2303   	聯電         	20000322	   0.9852
2603   	長榮         	20000322	   4.7619
2809   	京城銀       	20000322	  -3.2609
3037   	欣興         	20000322	   6.8627
1102   	亞泥         	20000323	   4.3919
1434   	福懋         	20000323	   6.2016
1605   	華新         	20000323	   6.8441
2303   	聯電         	20000323	   6.8293
2603   	長榮         	20000323	   0.0000
2809   	京城銀       	20000323	   5.6180
3037   	欣興         	20000323	   1.8349
1102   	亞泥         	20000324	  -3.2362
1434   	福懋         	20000324	  -3.2847
1605   	華新         	20000324	  -0.7117
2303   	聯電         	20000324	  -0.9132
2603   	長榮         	20000324	  -3.3333
2809   	京城銀       	20000324	  -3.1915
3037   	欣興         	20000324	  -2.7027
1102   	亞泥         	20000327	  -0.3344
1434   	福懋         	20000327	   1.5094
1605   	華新         	20000327	   3.5842
2303   	聯電         	20000327	   6.9124
2603   	長榮         	20000327	   0.0000
2809   	京城銀       	20000327	  -2.7473
3037   	欣興         	20000327	   0.9259
1102   	亞泥         	20000328	  -1.6779
1434   	福懋         	20000328	  -1.4870
1605   	華新         	20000328	   2.4221
2303   	聯電         	20000328	   2.1552
2603   	長榮         	20000328	  -1.5674
2809   	京城銀       	20000328	   4.5198
3037   	欣興         	20000328	  -4.5872
1102   	亞泥         	20000329	  -0.6826
1434   	福懋         	20000329	  -1.8868
1605   	華新         	20000329	  -2.0270
2303   	聯電         	20000329	  -0.8439
2603   	長榮         	20000329	  -2.8662
2809   	京城銀       	20000329	  -2.7027
3037   	欣興         	20000329	  -0.9615
1102   	亞泥         	20000330	  -1.3746
1434   	福懋         	20000330	   0.0000
1605   	華新         	20000330	   2.7586
2303   	聯電         	20000330	   2.9787
2603   	長榮         	20000330	  -2.2951
2809   	京城銀       	20000330	   1.6667
3037   	欣興         	20000330	   6.7961
1102   	亞泥         	20000331	  -2.4390
1434   	福懋         	20000331	  -1.1538
1605   	華新         	20000331	  -1.0067
2303   	聯電         	20000331	  -2.4793
2603   	長榮         	20000331	  -2.0134
2809   	京城銀       	20000331	   1.6393
3037   	欣興         	20000331	   2.7273
1102   	亞泥         	20000401	   2.5000
1434   	福懋         	20000401	  -1.1673
1605   	華新         	20000401	  -0.6780
2303   	聯電         	20000401	   3.3898
2603   	長榮         	20000401	  -0.6849
2809   	京城銀       	20000401	  -2.6882
3037   	欣興         	20000401	   5.3097
1102   	亞泥         	20000405	  -0.6969
1434   	福懋         	20000405	   6.6929
1605   	華新         	20000405	  -0.6826
2303   	聯電         	20000405	   0.8197
2603   	長榮         	20000405	   4.4828
2809   	京城銀       	20000405	   0.0000
3037   	欣興         	20000405	   6.7227
1102   	亞泥         	20000406	   0.0000
1434   	福懋         	20000406	   0.0000
1605   	華新         	20000406	   1.0309
2303   	聯電         	20000406	  -4.8780
2603   	長榮         	20000406	  -2.6403
2809   	京城銀       	20000406	   1.1050
3037   	欣興         	20000406	  -5.5118
1102   	亞泥         	20000407	  -2.1053
1434   	福懋         	20000407	   2.2140
1605   	華新         	20000407	  -0.6803
2303   	聯電         	20000407	  -0.8547
2603   	長榮         	20000407	  -1.6949
2809   	京城銀       	20000407	  -1.0929
3037   	欣興         	20000407	   0.0000
1102   	亞泥         	20000408	  -3.2258
