證券代碼	簡稱	年月日	日報酬率 %
COID	Name	MDATE	ROIA
1102   	亞泥         	20071121	   0.6873
1434   	福懋         	20071121	  -2.4673
1605   	華新         	20071121	  -2.1978
2303   	聯電         	20071121	  -1.4634
2603   	長榮         	20071121	  -3.6364
2809   	京城銀       	20071121	  -3.2407
2890   	永豐金       	20071121	  -2.6217
3037   	欣興         	20071121	   0.0000
3231   	緯創         	20071121	  -0.1667
3481   	群創         	20071121	  -4.1667
1102   	亞泥         	20071122	   1.0239
1434   	福懋         	20071122	   1.1905
1605   	華新         	20071122	   0.0000
2303   	聯電         	20071122	  -1.4851
2603   	長榮         	20071122	   1.5094
2809   	京城銀       	20071122	  -1.9139
2890   	永豐金       	20071122	  -0.7692
3037   	欣興         	20071122	  -4.2301
3231   	緯創         	20071122	  -3.5058
3481   	群創         	20071122	   3.0435
1102   	亞泥         	20071123	  -0.2252
1434   	福懋         	20071123	  -0.7353
1605   	華新         	20071123	  -1.1236
2303   	聯電         	20071123	  -1.0050
2603   	長榮         	20071123	  -6.6914
2809   	京城銀       	20071123	  -2.6341
2890   	永豐金       	20071123	  -0.7752
3037   	欣興         	20071123	  -1.0601
3231   	緯創         	20071123	  -3.1142
3481   	群創         	20071123	  -2.5316
1102   	亞泥         	20071126	   2.9345
1434   	福懋         	20071126	   0.4444
1605   	華新         	20071126	   4.1667
2303   	聯電         	20071126	   1.2690
2603   	長榮         	20071126	   1.1952
2809   	京城銀       	20071126	   0.7014
2890   	永豐金       	20071126	   2.3438
3037   	欣興         	20071126	   2.1429
3231   	緯創         	20071126	   6.0714
3481   	群創         	20071126	   3.8961
1102   	亞泥         	20071127	  -5.7018
1434   	福懋         	20071127	   0.0000
1605   	華新         	20071127	  -1.4545
2303   	聯電         	20071127	  -4.0100
2603   	長榮         	20071127	  -1.7717
2809   	京城銀       	20071127	  -2.4876
2890   	永豐金       	20071127	  -2.2901
3037   	欣興         	20071127	  -0.3497
3231   	緯創         	20071127	  -3.0303
3481   	群創         	20071127	   1.2500
1102   	亞泥         	20071128	  -3.8372
1434   	福懋         	20071128	  -1.0324
1605   	華新         	20071128	  -0.7380
2303   	聯電         	20071128	  -1.0444
2603   	長榮         	20071128	  -2.8056
2809   	京城銀       	20071128	   0.0000
2890   	永豐金       	20071128	  -0.7813
3037   	欣興         	20071128	  -0.8772
3231   	緯創         	20071128	  -3.1250
3481   	群創         	20071128	  -3.7037
1102   	亞泥         	20071129	   6.8924
1434   	福懋         	20071129	   1.3413
1605   	華新         	20071129	   1.4870
2303   	聯電         	20071129	   1.0554
2603   	長榮         	20071129	   6.8041
2809   	京城銀       	20071129	   2.0408
2890   	永豐金       	20071129	   3.1496
3037   	欣興         	20071129	   3.1858
3231   	緯創         	20071129	   2.3297
3481   	群創         	20071129	   1.7094
1102   	亞泥         	20071130	   6.3348
1434   	福懋         	20071130	  -1.7647
1605   	華新         	20071130	   2.5641
2303   	聯電         	20071130	   0.7833
2603   	長榮         	20071130	   6.9498
2809   	京城銀       	20071130	   1.0000
2890   	永豐金       	20071130	   1.5267
3037   	欣興         	20071130	   6.6895
3231   	緯創         	20071130	  -2.2767
3481   	群創         	20071130	   2.1008
1102   	亞泥         	20071203	   0.3191
1434   	福懋         	20071203	  -0.2994
1605   	華新         	20071203	   0.0000
2303   	聯電         	20071203	   0.0000
2603   	長榮         	20071203	   0.9025
2809   	京城銀       	20071203	  -1.6832
2890   	永豐金       	20071203	  -2.2556
3037   	欣興         	20071203	  -1.6077
3231   	緯創         	20071203	   0.0000
3481   	群創         	20071203	  -1.2346
1102   	亞泥         	20071204	  -0.1060
1434   	福懋         	20071204	  -0.6006
1605   	華新         	20071204	   0.0000
2303   	聯電         	20071204	   0.0000
2603   	長榮         	20071204	  -2.5045
2809   	京城銀       	20071204	   1.7120
2890   	永豐金       	20071204	  -1.1538
3037   	欣興         	20071204	   2.4510
3231   	緯創         	20071204	   3.0466
3481   	群創         	20071204	   0.8333
1102   	亞泥         	20071205	  -1.0616
1434   	福懋         	20071205	  -1.5106
1605   	華新         	20071205	  -1.4286
2303   	聯電         	20071205	  -1.0363
2603   	長榮         	20071205	   0.9174
2809   	京城銀       	20071205	   1.4851
2890   	永豐金       	20071205	   0.0000
3037   	欣興         	20071205	  -0.1595
3231   	緯創         	20071205	   0.1739
3481   	群創         	20071205	   3.3058
1102   	亞泥         	20071206	  -1.2876
1434   	福懋         	20071206	   2.1472
1605   	華新         	20071206	  -1.4493
2303   	聯電         	20071206	   1.8325
2603   	長榮         	20071206	   0.0000
2809   	京城銀       	20071206	   0.4878
2890   	永豐金       	20071206	   0.3891
3037   	欣興         	20071206	  -1.4377
3231   	緯創         	20071206	   2.4306
3481   	群創         	20071206	  -1.2000
1102   	亞泥         	20071207	  -0.8696
1434   	福懋         	20071207	   0.6006
1605   	華新         	20071207	   0.7353
2303   	聯電         	20071207	   0.2571
2603   	長榮         	20071207	   0.1818
2809   	京城銀       	20071207	   0.0000
2890   	永豐金       	20071207	   0.3876
3037   	欣興         	20071207	  -3.0794
3231   	緯創         	20071207	  -0.6780
3481   	群創         	20071207	   1.6194
1102   	亞泥         	20071210	  -1.3158
1434   	福懋         	20071210	  -0.8955
1605   	華新         	20071210	   0.7299
2303   	聯電         	20071210	  -0.2564
2603   	長榮         	20071210	   1.9964
2809   	京城銀       	20071210	  -1.9417
2890   	永豐金       	20071210	  -1.9305
3037   	欣興         	20071210	  -3.0100
3231   	緯創         	20071210	  -1.0239
3481   	群創         	20071210	  -5.9761
1102   	亞泥         	20071211	   6.8889
1434   	福懋         	20071211	   0.0000
1605   	華新         	20071211	  -0.3623
2303   	聯電         	20071211	   1.7995
2603   	長榮         	20071211	  -1.0676
2809   	京城銀       	20071211	  -0.4950
2890   	永豐金       	20071211	  -0.3937
3037   	欣興         	20071211	   3.4483
3231   	緯創         	20071211	   3.1034
3481   	群創         	20071211	  -6.7797
1102   	亞泥         	20071212	  -0.6237
1434   	福懋         	20071212	   0.0000
1605   	華新         	20071212	  -1.4545
2303   	聯電         	20071212	  -2.7778
2603   	長榮         	20071212	  -1.9784
2809   	京城銀       	20071212	  -0.8955
2890   	永豐金       	20071212	  -2.3715
3037   	欣興         	20071212	  -1.8333
3231   	緯創         	20071212	   3.6789
3481   	群創         	20071212	  -6.3636
1102   	亞泥         	20071213	  -6.6946
1434   	福懋         	20071213	  -2.7108
1605   	華新         	20071213	  -4.0590
2303   	聯電         	20071213	  -1.5584
2603   	長榮         	20071213	  -2.0183
2809   	京城銀       	20071213	  -0.6024
2890   	永豐金       	20071213	  -2.8340
3037   	欣興         	20071213	  -6.1121
3231   	緯創         	20071213	  -5.1613
3481   	群創         	20071213	  -6.9903
1102   	亞泥         	20071214	   0.8969
1434   	福懋         	20071214	   0.1548
1605   	華新         	20071214	   0.7692
2303   	聯電         	20071214	   1.0554
2603   	長榮         	20071214	  -3.3708
2809   	京城銀       	20071214	  -4.0404
2890   	永豐金       	20071214	  -2.0833
3037   	欣興         	20071214	  -3.0741
3231   	緯創         	20071214	  -0.8503
3481   	群創         	20071214	  -3.1315
1102   	亞泥         	20071217	  -2.7778
1434   	福懋         	20071217	  -2.1638
1605   	華新         	20071217	  -6.8702
2303   	聯電         	20071217	   0.7833
2603   	長榮         	20071217	  -3.4884
2809   	京城銀       	20071217	  -6.9474
2890   	永豐金       	20071217	  -2.5532
3037   	欣興         	20071217	  -6.9963
3231   	緯創         	20071217	  -5.1458
3481   	群創         	20071217	  -6.5733
1102   	亞泥         	20071218	  -1.8286
1434   	福懋         	20071218	  -1.1058
1605   	華新         	20071218	  -2.4590
2303   	聯電         	20071218	  -0.5181
2603   	長榮         	20071218	   0.0000
2809   	京城銀       	20071218	  -3.8462
2890   	永豐金       	20071218	   0.4367
3037   	欣興         	20071218	   1.1033
3231   	緯創         	20071218	  -0.7233
3481   	群創         	20071218	   6.9204
1102   	亞泥         	20071219	   0.1164
1434   	福懋         	20071219	   0.7987
1605   	華新         	20071219	   2.5210
2303   	聯電         	20071219	   0.0000
2603   	長榮         	20071219	   6.8273
2809   	京城銀       	20071219	   3.1765
2890   	永豐金       	20071219	   1.3043
3037   	欣興         	20071219	   6.9444
3231   	緯創         	20071219	   3.8251
3481   	群創         	20071219	   6.9040
1102   	亞泥         	20071220	  -3.4884
1434   	福懋         	20071220	  -1.7433
1605   	華新         	20071220	  -0.8197
2303   	聯電         	20071220	   0.7813
2603   	長榮         	20071220	  -2.8195
2809   	京城銀       	20071220	  -6.9555
2890   	永豐金       	20071220	  -2.1459
3037   	欣興         	20071220	  -2.0408
3231   	緯創         	20071220	  -3.8596
3481   	群創         	20071220	  -0.7064
1102   	亞泥         	20071221	   0.8434
1434   	福懋         	20071221	  -0.9677
1605   	華新         	20071221	   0.0000
2303   	聯電         	20071221	   1.0336
2603   	長榮         	20071221	   2.9014
2809   	京城銀       	20071221	  -3.1863
2890   	永豐金       	20071221	   2.1930
3037   	欣興         	20071221	   2.6515
3231   	緯創         	20071221	   1.0949
3481   	群創         	20071221	   2.6423
1102   	亞泥         	20071224	   5.1374
1434   	福懋         	20071224	   0.9772
1605   	華新         	20071224	   2.0661
2303   	聯電         	20071224	   1.7903
2603   	長榮         	20071224	   0.3759
2809   	京城銀       	20071224	   4.8101
2890   	永豐金       	20071224	   2.1459
3037   	欣興         	20071224	   3.6900
3231   	緯創         	20071224	   4.6931
3481   	群創         	20071224	   0.4950
1102   	亞泥         	20071225	   3.8636
1434   	福懋         	20071225	   0.3226
1605   	華新         	20071225	  -0.4049
2303   	聯電         	20071225	  -1.7588
2603   	長榮         	20071225	  -0.3745
2809   	京城銀       	20071225	   0.0000
2890   	永豐金       	20071225	   0.4202
3037   	欣興         	20071225	  -0.7117
3231   	緯創         	20071225	  -0.8621
3481   	群創         	20071225	   0.9852
1102   	亞泥         	20071226	  -0.7659
1434   	福懋         	20071226	   0.0000
1605   	華新         	20071226	   0.0000
2303   	聯電         	20071226	   1.5345
2603   	長榮         	20071226	   1.8797
2809   	京城銀       	20071226	  -1.0870
2890   	永豐金       	20071226	   0.0000
3037   	欣興         	20071226	   0.5376
3231   	緯創         	20071226	   1.0435
3481   	群創         	20071226	   0.9756
1102   	亞泥         	20071227	   3.8589
1434   	福懋         	20071227	   0.6431
1605   	華新         	20071227	   3.6585
2303   	聯電         	20071227	   0.5038
2603   	長榮         	20071227	   2.9520
2809   	京城銀       	20071227	   1.0989
2890   	永豐金       	20071227	   1.6736
3037   	欣興         	20071227	   1.7825
3231   	緯創         	20071227	   2.0654
3481   	群創         	20071227	   4.3478
1102   	亞泥         	20071228	   0.6369
1434   	福懋         	20071228	   1.1182
1605   	華新         	20071228	   1.9608
2303   	聯電         	20071228	   0.7519
2603   	長榮         	20071228	   1.4337
2809   	京城銀       	20071228	   3.5024
2890   	永豐金       	20071228	   0.0000
3037   	欣興         	20071228	  -0.7005
3231   	緯創         	20071228	   0.8432
3481   	群創         	20071228	   0.4630
1102   	亞泥         	20071231	   0.0000
1434   	福懋         	20071231	   3.3175
1605   	華新         	20071231	   3.0769
2303   	聯電         	20071231	   0.2488
2603   	長榮         	20071231	   4.5936
2809   	京城銀       	20071231	   0.3501
2890   	永豐金       	20071231	   0.0000
3037   	欣興         	20071231	   0.5291
3231   	緯創         	20071231	   0.8361
3481   	群創         	20071231	   1.3825
1102   	亞泥         	20080102	   0.4219
1434   	福懋         	20080102	  -1.8349
1605   	華新         	20080102	  -1.8657
2303   	聯電         	20080102	  -2.7295
2603   	長榮         	20080102	  -2.7027
2809   	京城銀       	20080102	   1.3953
2890   	永豐金       	20080102	  -2.4691
3037   	欣興         	20080102	  -1.9298
3231   	緯創         	20080102	  -0.4975
3481   	群創         	20080102	  -3.6364
1102   	亞泥         	20080103	  -3.2563
1434   	福懋         	20080103	  -0.9346
1605   	華新         	20080103	  -4.5627
2303   	聯電         	20080103	  -1.2755
2603   	長榮         	20080103	   2.7778
2809   	京城銀       	20080103	  -0.2294
2890   	永豐金       	20080103	   0.0000
3037   	欣興         	20080103	  -6.6190
3231   	緯創         	20080103	  -2.5000
3481   	群創         	20080103	  -0.9434
1102   	亞泥         	20080104	   4.2345
1434   	福懋         	20080104	   0.1572
1605   	華新         	20080104	   5.1793
2303   	聯電         	20080104	  -1.0336
2603   	長榮         	20080104	   2.5338
2809   	京城銀       	20080104	   3.4483
2890   	永豐金       	20080104	   4.2194
3037   	欣興         	20080104	   2.4904
3231   	緯創         	20080104	  -4.9573
3481   	群創         	20080104	  -6.9524
1102   	亞泥         	20080107	   3.9583
1434   	福懋         	20080107	  -2.3548
1605   	華新         	20080107	  -1.8939
2303   	聯電         	20080107	  -4.6997
2603   	長榮         	20080107	  -5.9308
2809   	京城銀       	20080107	  -3.8889
2890   	永豐金       	20080107	  -2.4291
3037   	欣興         	20080107	  -6.9159
3231   	緯創         	20080107	  -6.8345
3481   	群創         	20080107	  -6.9601
1102   	亞泥         	20080108	   4.4088
1434   	福懋         	20080108	   0.6431
1605   	華新         	20080108	   0.3861
2303   	聯電         	20080108	  -1.9178
2603   	長榮         	20080108	   6.8301
2809   	京城銀       	20080108	   2.3121
2890   	永豐金       	20080108	   2.0747
3037   	欣興         	20080108	   3.2129
3231   	緯創         	20080108	  -6.9498
3481   	群創         	20080108	  -6.9307
1102   	亞泥         	20080109	   2.1113
1434   	福懋         	20080109	   3.1949
1605   	華新         	20080109	   1.1538
2303   	聯電         	20080109	   1.9553
2603   	長榮         	20080109	  -1.3115
2809   	京城銀       	20080109	   1.6949
2890   	永豐金       	20080109	  -0.8130
3037   	欣興         	20080109	   3.6965
3231   	緯創         	20080109	   3.7344
3481   	群創         	20080109	   6.9740
1102   	亞泥         	20080110	  -6.9549
1434   	福懋         	20080110	   0.1548
1605   	華新         	20080110	  -0.3802
2303   	聯電         	20080110	  -0.2740
2603   	長榮         	20080110	   4.8173
2809   	京城銀       	20080110	   0.4444
2890   	永豐金       	20080110	  -1.6393
3037   	欣興         	20080110	  -0.5629
3231   	緯創         	20080110	  -1.0000
3481   	群創         	20080110	  -4.8619
1102   	亞泥         	20080111	   1.4141
1434   	福懋         	20080111	  -1.3910
1605   	華新         	20080111	  -1.5267
2303   	聯電         	20080111	   2.1978
2603   	長榮         	20080111	  -5.3883
2809   	京城銀       	20080111	  -0.7743
2890   	永豐金       	20080111	   1.2500
3037   	欣興         	20080111	   0.0000
3231   	緯創         	20080111	   2.6263
3481   	群創         	20080111	   3.7166
1102   	亞泥         	20080114	   6.9721
1434   	福懋         	20080114	   2.8213
1605   	華新         	20080114	   4.6512
2303   	聯電         	20080114	   2.1505
2603   	長榮         	20080114	   5.1926
2809   	京城銀       	20080114	   2.5641
2890   	永豐金       	20080114	   4.5267
3037   	欣興         	20080114	  -3.2075
3231   	緯創         	20080114	  -5.0197
3481   	群創         	20080114	   1.0078
1102   	亞泥         	20080115	   6.8901
1434   	福懋         	20080115	   0.3049
1605   	華新         	20080115	   2.5926
2303   	聯電         	20080115	   1.5789
2603   	長榮         	20080115	   1.5924
2809   	京城銀       	20080115	   6.9565
2890   	永豐金       	20080115	   6.6929
3037   	欣興         	20080115	  -2.7290
3231   	緯創         	20080115	  -0.5181
3481   	群創         	20080115	   6.4302
1102   	亞泥         	20080116	  -6.9686
1434   	福懋         	20080116	  -3.0395
1605   	華新         	20080116	  -0.7220
2303   	聯電         	20080116	  -4.4041
2603   	長榮         	20080116	  -6.8966
2809   	京城銀       	20080116	  -0.9146
2890   	永豐金       	20080116	   0.0000
3037   	欣興         	20080116	  -6.9138
3231   	緯創         	20080116	  -6.9792
3481   	群創         	20080116	  -6.9792
1102   	亞泥         	20080117	  -4.6816
1434   	福懋         	20080117	  -0.3135
1605   	華新         	20080117	  -2.5455
2303   	聯電         	20080117	   0.8130
2603   	長榮         	20080117	  -4.3771
2809   	京城銀       	20080117	   1.5385
2890   	永豐金       	20080117	  -0.7380
3037   	欣興         	20080117	  -2.9064
3231   	緯創         	20080117	   1.4558
3481   	群創         	20080117	  -5.7111
1102   	亞泥         	20080118	  -2.1611
1434   	福懋         	20080118	   1.4151
1605   	華新         	20080118	   4.4776
2303   	聯電         	20080118	  -1.0753
2603   	長榮         	20080118	  -4.7535
2809   	京城銀       	20080118	   1.5152
2890   	永豐金       	20080118	  -0.3717
3037   	欣興         	20080118	  -3.1042
3231   	緯創         	20080118	   2.6490
3481   	群創         	20080118	   1.4252
1102   	亞泥         	20080121	  -1.2048
1434   	福懋         	20080121	  -1.2403
1605   	華新         	20080121	  -2.1429
2303   	聯電         	20080121	  -1.3587
2603   	長榮         	20080121	   2.4030
2809   	京城銀       	20080121	  -0.6965
2890   	永豐金       	20080121	  -0.7463
3037   	欣興         	20080121	  -3.3181
3231   	緯創         	20080121	  -0.5376
3481   	群創         	20080121	  -0.4684
1102   	亞泥         	20080122	  -6.9106
1434   	福懋         	20080122	  -6.7504
1605   	華新         	20080122	  -6.9343
2303   	聯電         	20080122	  -4.6832
2603   	長榮         	20080122	  -6.8592
2809   	京城銀       	20080122	  -6.9138
2890   	永豐金       	20080122	  -6.7669
3037   	欣興         	20080122	  -6.9822
3231   	緯創         	20080122	  -6.9189
3481   	群創         	20080122	  -6.9412
1102   	亞泥         	20080123	  -6.9869
1434   	福懋         	20080123	  -1.3468
1605   	華新         	20080123	   0.3922
2303   	聯電         	20080123	  -1.1561
2603   	長榮         	20080123	  -6.9767
2809   	京城銀       	20080123	  -0.9688
2890   	永豐金       	20080123	  -2.8226
3037   	欣興         	20080123	  -2.7990
3231   	緯創         	20080123	   0.8130
3481   	群創         	20080123	  -6.9532
1102   	亞泥         	20080124	   3.2864
1434   	福懋         	20080124	   0.6826
1605   	華新         	20080124	   1.9531
2303   	聯電         	20080124	   1.7544
2603   	長榮         	20080124	  -0.8333
2809   	京城銀       	20080124	  -0.1087
2890   	永豐金       	20080124	   2.0747
3037   	欣興         	20080124	   5.6283
3231   	緯創         	20080124	   6.9124
3481   	群創         	20080124	  -6.9293
1102   	亞泥         	20080125	   2.9545
1434   	福懋         	20080125	   1.5254
1605   	華新         	20080125	   1.5326
2303   	聯電         	20080125	   1.1494
2603   	長榮         	20080125	  -1.2605
2809   	京城銀       	20080125	  -0.4353
2890   	永豐金       	20080125	   0.4065
3037   	欣興         	20080125	   6.9393
3231   	緯創         	20080125	   4.5259
3481   	群創         	20080125	   5.4015
1102   	亞泥         	20080128	  -1.2141
1434   	福懋         	20080128	  -0.6678
1605   	華新         	20080128	  -3.7736
2303   	聯電         	20080128	  -1.9886
2603   	長榮         	20080128	  -4.4681
2809   	京城銀       	20080128	  -3.8251
2890   	永豐金       	20080128	  -4.0486
3037   	欣興         	20080128	   1.0429
3231   	緯創         	20080128	  -5.1546
3481   	群創         	20080128	  -6.9252
1102   	亞泥         	20080129	   0.1117
1434   	福懋         	20080129	   0.0000
1605   	華新         	20080129	   6.2745
2303   	聯電         	20080129	   3.1884
2603   	長榮         	20080129	   4.4543
2809   	京城銀       	20080129	   1.1364
2890   	永豐金       	20080129	   3.3755
3037   	欣興         	20080129	   0.4587
3231   	緯創         	20080129	   3.1522
3481   	群創         	20080129	   1.9345
1102   	亞泥         	20080130	   0.4464
1434   	福懋         	20080130	  -2.6891
1605   	華新         	20080130	  -1.1070
2303   	聯電         	20080130	   0.0000
2603   	長榮         	20080130	   2.3454
2809   	京城銀       	20080130	  -1.6854
2890   	永豐金       	20080130	  -0.8163
3037   	欣興         	20080130	  -0.6849
3231   	緯創         	20080130	   1.7914
3481   	群創         	20080130	   1.7518
1102   	亞泥         	20080131	   1.7778
1434   	福懋         	20080131	  -1.8998
1605   	華新         	20080131	   0.7463
2303   	聯電         	20080131	  -2.5281
2603   	長榮         	20080131	  -0.8333
2809   	京城銀       	20080131	   0.5714
2890   	永豐金       	20080131	   1.6461
3037   	欣興         	20080131	  -6.5517
3231   	緯創         	20080131	  -0.6211
3481   	群創         	20080131	  -1.0043
1102   	亞泥         	20080201	   6.3319
1434   	福懋         	20080201	   0.5282
1605   	華新         	20080201	   3.3333
2303   	聯電         	20080201	  -0.2882
2603   	長榮         	20080201	   1.0504
2809   	京城銀       	20080201	  -1.1364
2890   	永豐金       	20080201	  -1.2146
3037   	欣興         	20080201	   3.0750
3231   	緯創         	20080201	  -3.1250
3481   	群創         	20080201	   0.2899
1102   	亞泥         	20080212	   4.7228
1434   	福懋         	20080212	  -0.8757
1605   	華新         	20080212	  -3.2258
2303   	聯電         	20080212	  -2.0231
2603   	長榮         	20080212	   2.2869
2809   	京城銀       	20080212	  -1.1494
2890   	永豐金       	20080212	  -2.8689
3037   	欣興         	20080212	  -6.9212
3231   	緯創         	20080212	  -1.2903
3481   	群創         	20080212	  -6.9364
1102   	亞泥         	20080213	  -2.0588
1434   	福懋         	20080213	   0.7067
1605   	華新         	20080213	   0.0000
2303   	聯電         	20080213	   1.1799
2603   	長榮         	20080213	  -1.6260
2809   	京城銀       	20080213	   2.3256
2890   	永豐金       	20080213	   0.0000
3037   	欣興         	20080213	   1.2821
3231   	緯創         	20080213	  -1.7429
3481   	群創         	20080213	  -1.8634
1102   	亞泥         	20080214	  -2.2022
1434   	福懋         	20080214	   5.0877
1605   	華新         	20080214	   1.8519
2303   	聯電         	20080214	   6.1224
2603   	長榮         	20080214	   2.6860
2809   	京城銀       	20080214	   2.8409
2890   	永豐金       	20080214	   3.7975
3037   	欣興         	20080214	   6.9620
3231   	緯創         	20080214	   5.5432
3481   	群創         	20080214	   6.9620
1102   	亞泥         	20080215	  -2.7636
1434   	福懋         	20080215	  -1.1686
1605   	華新         	20080215	  -0.7273
2303   	聯電         	20080215	  -1.3736
2603   	長榮         	20080215	   0.6036
2809   	京城銀       	20080215	   1.9890
2890   	永豐金       	20080215	  -0.8130
3037   	欣興         	20080215	   6.9822
3231   	緯創         	20080215	  -1.7857
3481   	群創         	20080215	   6.5089
1102   	亞泥         	20080218	   1.8947
1434   	福懋         	20080218	   0.5068
1605   	華新         	20080218	   1.8315
2303   	聯電         	20080218	   0.2786
2603   	長榮         	20080218	   2.4000
2809   	京城銀       	20080218	   0.0000
2890   	永豐金       	20080218	   0.4098
3037   	欣興         	20080218	   3.9823
3231   	緯創         	20080218	   0.1070
3481   	群創         	20080218	   2.7778
1102   	亞泥         	20080219	   3.2025
1434   	福懋         	20080219	   2.1849
1605   	華新         	20080219	   4.3165
2303   	聯電         	20080219	   2.2222
2603   	長榮         	20080219	   2.1484
2809   	京城銀       	20080219	   1.3001
2890   	永豐金       	20080219	   0.4082
3037   	欣興         	20080219	  -1.1702
3231   	緯創         	20080219	   6.8376
3481   	群創         	20080219	   2.4324
1102   	亞泥         	20080220	  -3.1031
1434   	福懋         	20080220	  -2.6316
1605   	華新         	20080220	  -3.7931
2303   	聯電         	20080220	  -2.1739
2603   	長榮         	20080220	  -6.5010
2809   	京城銀       	20080220	  -3.7433
2890   	永豐金       	20080220	  -2.8455
3037   	欣興         	20080220	  -2.9064
3231   	緯創         	20080220	  -1.2000
3481   	群創         	20080220	  -5.2770
1102   	亞泥         	20080221	   3.3058
1434   	福懋         	20080221	   1.1824
1605   	華新         	20080221	   1.7921
2303   	聯電         	20080221	   1.6667
2603   	長榮         	20080221	   2.2495
2809   	京城銀       	20080221	   1.6667
2890   	永豐金       	20080221	   1.6736
3037   	欣興         	20080221	   5.2106
3231   	緯創         	20080221	   1.6194
3481   	群創         	20080221	   6.9638
1102   	亞泥         	20080222	  -1.0000
1434   	福懋         	20080222	  -0.1669
1605   	華新         	20080222	  -0.7042
2303   	聯電         	20080222	  -1.0929
2603   	長榮         	20080222	  -1.6000
2809   	京城銀       	20080222	   0.7650
2890   	永豐金       	20080222	   0.4115
3037   	欣興         	20080222	  -1.7914
3231   	緯創         	20080222	  -0.6972
3481   	群創         	20080222	   6.9010
1102   	亞泥         	20080225	   5.8586
1434   	福懋         	20080225	   3.0100
1605   	華新         	20080225	   5.3191
2303   	聯電         	20080225	  -0.5525
2603   	長榮         	20080225	   3.8618
2809   	京城銀       	20080225	   3.0369
2890   	永豐金       	20080225	   3.6885
3037   	欣興         	20080225	  -0.7511
3231   	緯創         	20080225	   6.5196
3481   	群創         	20080225	   4.7503
1102   	亞泥         	20080226	  -1.9084
1434   	福懋         	20080226	  -0.3247
1605   	華新         	20080226	   0.0000
2303   	聯電         	20080226	   1.3889
2603   	長榮         	20080226	  -1.3699
2809   	京城銀       	20080226	  -1.5789
2890   	永豐金       	20080226	   3.9526
3037   	欣興         	20080226	  -0.3243
3231   	緯創         	20080226	   0.7533
3481   	群創         	20080226	   1.5116
1102   	亞泥         	20080227	   2.1401
1434   	福懋         	20080227	   2.1173
1605   	華新         	20080227	   2.3569
2303   	聯電         	20080227	   2.4658
2603   	長榮         	20080227	   1.1905
2809   	京城銀       	20080227	   0.0000
2890   	永豐金       	20080227	   1.5209
3037   	欣興         	20080227	   4.1215
3231   	緯創         	20080227	   0.1869
3481   	群創         	20080227	   6.9874
1102   	亞泥         	20080229	  -0.3810
1434   	福懋         	20080229	  -0.4785
1605   	華新         	20080229	   0.0000
2303   	聯電         	20080229	  -1.8717
2603   	長榮         	20080229	   1.9608
2809   	京城銀       	20080229	   0.6417
2890   	永豐金       	20080229	   2.2472
3037   	欣興         	20080229	   0.0000
3231   	緯創         	20080229	  -3.5448
3481   	群創         	20080229	  -5.2463
1102   	亞泥         	20080303	   1.3384
1434   	福懋         	20080303	  -1.2821
1605   	華新         	20080303	   2.9605
2303   	聯電         	20080303	  -1.6349
2603   	長榮         	20080303	  -0.5769
2809   	京城銀       	20080303	  -1.7003
2890   	永豐金       	20080303	   0.7326
3037   	欣興         	20080303	  -5.3125
3231   	緯創         	20080303	  -6.0928
3481   	群創         	20080303	  -6.7797
1102   	亞泥         	20080304	   6.9811
1434   	福懋         	20080304	   2.2727
1605   	華新         	20080304	  -0.3195
2303   	聯電         	20080304	   0.0000
2603   	長榮         	20080304	   3.2882
2809   	京城銀       	20080304	   4.1081
2890   	永豐金       	20080304	  -0.3636
3037   	欣興         	20080304	   1.2101
3231   	緯創         	20080304	   0.9269
3481   	群創         	20080304	   4.1212
1102   	亞泥         	20080305	  -1.2346
1434   	福懋         	20080305	   1.5873
1605   	華新         	20080305	   1.2821
2303   	聯電         	20080305	  -1.1080
2603   	長榮         	20080305	   4.6816
2809   	京城銀       	20080305	   0.2077
2890   	永豐金       	20080305	  -1.4599
3037   	欣興         	20080305	  -0.5435
3231   	緯創         	20080305	  -0.7143
3481   	群創         	20080305	  -2.4447
1102   	亞泥         	20080306	   0.0000
1434   	福懋         	20080306	   2.0312
1605   	華新         	20080306	  -0.6329
2303   	聯電         	20080306	   2.5210
2603   	長榮         	20080306	  -2.3256
2809   	京城銀       	20080306	   1.1399
2890   	永豐金       	20080306	   1.8519
3037   	欣興         	20080306	   0.8743
3231   	緯創         	20080306	   1.9527
3481   	群創         	20080306	   4.8926
1102   	亞泥         	20080307	  -3.3929
1434   	福懋         	20080307	  -1.3783
1605   	華新         	20080307	  -2.5478
2303   	聯電         	20080307	  -1.6393
2603   	長榮         	20080307	  -1.8315
2809   	京城銀       	20080307	  -2.1516
2890   	永豐金       	20080307	  -2.1818
3037   	欣興         	20080307	  -3.6836
3231   	緯創         	20080307	  -0.2016
3481   	群創         	20080307	   1.9340
1102   	亞泥         	20080310	  -6.0998
1434   	福懋         	20080310	  -1.7081
1605   	華新         	20080310	  -4.5752
2303   	聯電         	20080310	  -1.9444
2603   	長榮         	20080310	  -3.7313
2809   	京城銀       	20080310	  -2.7225
2890   	永豐金       	20080310	  -3.7175
3037   	欣興         	20080310	  -4.3870
3231   	緯創         	20080310	  -2.1212
3481   	群創         	20080310	  -1.6741
1102   	亞泥         	20080311	   5.3150
1434   	福懋         	20080311	   0.6319
